3.4615
3.5695
4.1901
3.2488
3.3823
3.5763
2.585
8.1914
11.33
2.3382
2.935
3.6665
6.524
2.5512
2.4739
3.524
3.0856
1.9976
3.3838
3.4947
14.801
4.0909
3.09
6.2792
4.7997
3.6534
4.1293
