0.016747,-0.015186,0.015397,-0.0072817,0.0032593,0.00084659,0.0046551
-0.015186,0.021453,-0.018051,0.0088988,0.00097367,-0.0066598,0.0012491
0.015397,-0.018051,0.021323,-0.012056,0.0061152,0.00087563,0.0030479
-0.0072817,0.0088988,-0.012056,0.014794,-0.012068,0.0088909,-0.0073392
0.0032593,0.00097367,0.0061152,-0.012068,0.02186,-0.018624,0.016079
0.00084659,-0.0066598,0.00087563,0.0088909,-0.018624,0.022088,-0.015973
0.0046551,0.0012491,0.0030479,-0.0073392,0.016079,-0.015973,0.017413
0.02838,-0.024771,0.024362,-0.01564,0.014267,-0.0070544,0.01326
-0.024771,0.02858,-0.024806,0.015032,-0.010211,0.0024851,-0.0071149
0.024362,-0.024806,0.029494,-0.019945,0.017842,-0.010072,0.014238
-0.01564,0.015032,-0.019945,0.020617,-0.019764,0.014784,-0.015528
0.014267,-0.010211,0.017842,-0.019764,0.029188,-0.024518,0.024255
-0.0070544,0.0024851,-0.010072,0.014784,-0.024518,0.028364,-0.024671
0.01326,-0.0071149,0.014238,-0.015528,0.024255,-0.024671,0.028424
0.01538,-0.01379,0.01336,-0.0089593,0.013243,-0.0079392,0.0049313
-0.01379,0.01991,-0.019134,0.013382,-0.016031,0.012988,-0.0083864
0.01336,-0.019134,0.026405,-0.018594,0.021089,-0.015893,0.013854
-0.0089593,0.013382,-0.018594,0.018461,-0.01872,0.013458,-0.0094707
0.013243,-0.016031,0.021089,-0.01872,0.026685,-0.019274,0.014139
-0.0079392,0.012988,-0.015893,0.013458,-0.019274,0.020122,-0.014298
0.0049313,-0.0083864,0.013854,-0.0094707,0.014139,-0.014298,0.016486
0.015994,-0.014372,0.01685,-0.0076306,0.0075672,0.0018544,0.00097491
-0.014372,0.017463,-0.017315,0.0093228,-0.0057102,-0.0023168,0.0018875
0.01685,-0.017315,0.02592,-0.01608,0.017552,-0.0053867,0.00725
-0.0076306,0.0093228,-0.01608,0.015026,-0.015986,0.0091966,-0.0074625
0.0075672,-0.0057102,0.017552,-0.015986,0.0255,-0.016933,0.01653
0.0018544,-0.0023168,-0.0053867,0.0091966,-0.016933,0.017405,-0.014264
0.00097491,0.0018875,0.00725,-0.0074625,0.01653,-0.014264,0.015947
0.050138,-0.068998,0.066557,-0.04245,0.035649,-0.01931,0.012244
-0.068998,0.10516,-0.10223,0.067131,-0.054293,0.031692,-0.018626
0.066557,-0.10223,0.11303,-0.082941,0.076693,-0.053164,0.03425
-0.04245,0.067131,-0.082941,0.076393,-0.080914,0.064214,-0.040081
0.035649,-0.054293,0.076693,-0.080914,0.1089,-0.097427,0.06301
-0.01931,0.031692,-0.053164,0.064214,-0.097427,0.099931,-0.065376
0.012244,-0.018626,0.03425,-0.040081,0.06301,-0.065376,0.047794
